rank,from,to,pair,tier,evidence,monthly_search_volume,region,category_from,category_to,conversion_kind,source_url
8833,odt,odd,"odt to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8834,odt,odg,"odt to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8835,odt,oeb,"odt to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8836,odt,orf,"odt to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8837,odt,pdb,"odt to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8838,odt,pef,"odt to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8839,odt,pml,"odt to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8840,odt,pot,"odt to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8841,odt,potx,"odt to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8842,odt,ppm,"odt to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8843,odt,pps,"odt to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8844,odt,ppsx,"odt to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8845,odt,pptm,"odt to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8846,odt,prc,"odt to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8847,odt,ps,"odt to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8848,odt,psb,"odt to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8849,odt,pub,"odt to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8850,odt,raf,"odt to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8851,odt,rb,"odt to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8852,odt,rw2,"odt to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8853,odt,sda,"odt to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8854,odt,snb,"odt to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8855,odt,tcr,"odt to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8856,odt,tga,"odt to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8857,odt,txtz,"odt to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8858,odt,x3f,"odt to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8859,odt,xcf,"odt to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8860,odt,xps,"odt to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8906,pages,3fr,"pages to 3fr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8907,pages,azw4,"pages to azw4",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8908,pages,cbc,"pages to cbc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8909,pages,chm,"pages to chm",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8910,pages,cr3,"pages to cr3",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8911,pages,crw,"pages to crw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8912,pages,dcr,"pages to dcr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8913,pages,dps,"pages to dps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8914,pages,erf,"pages to erf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8915,pages,htmlz,"pages to htmlz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8916,pages,icns,"pages to icns",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8917,pages,lit,"pages to lit",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8918,pages,lrf,"pages to lrf",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8919,pages,mos,"pages to mos",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8920,pages,mrw,"pages to mrw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8921,pages,odd,"pages to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8922,pages,odg,"pages to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8923,pages,oeb,"pages to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8924,pages,orf,"pages to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8925,pages,pdb,"pages to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8926,pages,pef,"pages to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8927,pages,pml,"pages to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8928,pages,pot,"pages to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8929,pages,potx,"pages to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8930,pages,ppm,"pages to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8931,pages,pps,"pages to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8932,pages,ppsx,"pages to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8933,pages,pptm,"pages to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8934,pages,prc,"pages to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8935,pages,ps,"pages to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8936,pages,psb,"pages to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8937,pages,pub,"pages to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8938,pages,raf,"pages to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8939,pages,rb,"pages to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8940,pages,rw2,"pages to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8941,pages,sda,"pages to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
8942,pages,snb,"pages to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8943,pages,tcr,"pages to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8944,pages,tga,"pages to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8945,pages,txtz,"pages to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
8946,pages,x3f,"pages to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8947,pages,xcf,"pages to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
8948,pages,xps,"pages to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9005,rtf,3fr,"rtf to 3fr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9006,rtf,azw4,"rtf to azw4",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9007,rtf,cbc,"rtf to cbc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9008,rtf,chm,"rtf to chm",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9009,rtf,cr3,"rtf to cr3",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9010,rtf,crw,"rtf to crw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9011,rtf,dcr,"rtf to dcr",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9012,rtf,dps,"rtf to dps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9013,rtf,erf,"rtf to erf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9014,rtf,htmlz,"rtf to htmlz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9015,rtf,icns,"rtf to icns",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9016,rtf,lit,"rtf to lit",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9017,rtf,lrf,"rtf to lrf",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9018,rtf,mos,"rtf to mos",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9019,rtf,mrw,"rtf to mrw",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9020,rtf,odd,"rtf to odd",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9021,rtf,odg,"rtf to odg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9022,rtf,oeb,"rtf to oeb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9023,rtf,orf,"rtf to orf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9024,rtf,pdb,"rtf to pdb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9025,rtf,pef,"rtf to pef",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9026,rtf,pml,"rtf to pml",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9027,rtf,pot,"rtf to pot",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9028,rtf,potx,"rtf to potx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9029,rtf,ppm,"rtf to ppm",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9030,rtf,pps,"rtf to pps",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9031,rtf,ppsx,"rtf to ppsx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9032,rtf,pptm,"rtf to pptm",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9033,rtf,prc,"rtf to prc",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9034,rtf,ps,"rtf to ps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9035,rtf,psb,"rtf to psb",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9036,rtf,pub,"rtf to pub",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9037,rtf,raf,"rtf to raf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9038,rtf,rb,"rtf to rb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9039,rtf,rw2,"rtf to rw2",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9040,rtf,sda,"rtf to sda",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
9041,rtf,snb,"rtf to snb",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9042,rtf,tcr,"rtf to tcr",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9043,rtf,tga,"rtf to tga",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9044,rtf,txtz,"rtf to txtz",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
9045,rtf,x3f,"rtf to x3f",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9046,rtf,xcf,"rtf to xcf",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9047,rtf,xps,"rtf to xps",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
9183,xlsm,3fr,"xlsm to 3fr",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9184,xlsm,abw,"xlsm to abw",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9185,xlsm,cr3,"xlsm to cr3",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9186,xlsm,crw,"xlsm to crw",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9187,xlsm,dcr,"xlsm to dcr",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9188,xlsm,djvu,"xlsm to djvu",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9189,xlsm,docm,"xlsm to docm",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9190,xlsm,dot,"xlsm to dot",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9191,xlsm,dotx,"xlsm to dotx",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9192,xlsm,erf,"xlsm to erf",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9193,xlsm,hwp,"xlsm to hwp",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9194,xlsm,hwpx,"xlsm to hwpx",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9195,xlsm,icns,"xlsm to icns",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9196,xlsm,lwp,"xlsm to lwp",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9197,xlsm,mos,"xlsm to mos",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9198,xlsm,mrw,"xlsm to mrw",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9199,xlsm,odd,"xlsm to odd",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9200,xlsm,odg,"xlsm to odg",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9201,xlsm,orf,"xlsm to orf",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9202,xlsm,pef,"xlsm to pef",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9203,xlsm,ppm,"xlsm to ppm",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9204,xlsm,ps,"xlsm to ps",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9205,xlsm,psb,"xlsm to psb",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9206,xlsm,pub,"xlsm to pub",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9207,xlsm,raf,"xlsm to raf",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9208,xlsm,rst,"xlsm to rst",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9209,xlsm,rw2,"xlsm to rw2",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9210,xlsm,sdw,"xlsm to sdw",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9211,xlsm,tex,"xlsm to tex",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9212,xlsm,tga,"xlsm to tga",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9213,xlsm,wpd,"xlsm to wpd",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9214,xlsm,wps,"xlsm to wps",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9215,xlsm,x3f,"xlsm to x3f",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9216,xlsm,xcf,"xlsm to xcf",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9217,xlsm,xps,"xlsm to xps",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
9218,xlsm,zabw,"xlsm to zabw",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
9268,abw,djvu,"abw to djvu",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9269,abw,docm,"abw to docm",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9270,abw,dot,"abw to dot",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9271,abw,dotx,"abw to dotx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9272,abw,hwp,"abw to hwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9273,abw,hwpx,"abw to hwpx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9274,abw,lwp,"abw to lwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9275,abw,rst,"abw to rst",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9276,abw,sdw,"abw to sdw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9277,abw,tex,"abw to tex",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9278,abw,wpd,"abw to wpd",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9279,abw,wps,"abw to wps",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9280,abw,zabw,"abw to zabw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9308,azw4,cbc,"azw4 to cbc",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9309,azw4,chm,"azw4 to chm",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9310,azw4,htmlz,"azw4 to htmlz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9311,azw4,lit,"azw4 to lit",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9312,azw4,lrf,"azw4 to lrf",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9313,azw4,oeb,"azw4 to oeb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9314,azw4,pdb,"azw4 to pdb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9315,azw4,pml,"azw4 to pml",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9316,azw4,prc,"azw4 to prc",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9317,azw4,rb,"azw4 to rb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9318,azw4,snb,"azw4 to snb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9319,azw4,tcr,"azw4 to tcr",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9320,azw4,txtz,"azw4 to txtz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9344,cbc,azw4,"cbc to azw4",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9345,cbc,chm,"cbc to chm",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9346,cbc,htmlz,"cbc to htmlz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9347,cbc,lit,"cbc to lit",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9348,cbc,lrf,"cbc to lrf",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9349,cbc,oeb,"cbc to oeb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9350,cbc,pdb,"cbc to pdb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9351,cbc,pml,"cbc to pml",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9352,cbc,prc,"cbc to prc",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9353,cbc,rb,"cbc to rb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9354,cbc,snb,"cbc to snb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9355,cbc,tcr,"cbc to tcr",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9356,cbc,txtz,"cbc to txtz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9357,cgm,emf,"cgm to emf",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9358,cgm,sk,"cgm to sk",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9359,cgm,sk1,"cgm to sk1",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9360,cgm,svgz,"cgm to svgz",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9361,cgm,vsd,"cgm to vsd",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9362,cgm,wmf,"cgm to wmf",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
9363,chm,azw4,"chm to azw4",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9364,chm,cbc,"chm to cbc",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9365,chm,htmlz,"chm to htmlz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9366,chm,lit,"chm to lit",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9367,chm,lrf,"chm to lrf",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9368,chm,oeb,"chm to oeb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9369,chm,pdb,"chm to pdb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9370,chm,pml,"chm to pml",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9371,chm,prc,"chm to prc",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9372,chm,rb,"chm to rb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9373,chm,snb,"chm to snb",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9374,chm,tcr,"chm to tcr",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9375,chm,txtz,"chm to txtz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
9439,djvu,abw,"djvu to abw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9440,djvu,docm,"djvu to docm",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9441,djvu,dot,"djvu to dot",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9442,djvu,dotx,"djvu to dotx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9443,djvu,hwp,"djvu to hwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9444,djvu,hwpx,"djvu to hwpx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9445,djvu,lwp,"djvu to lwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
9446,djvu,rst,"djvu to rst",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
